"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar una cerveza en la pagina oficial de Stella Artois","buscar una cerveza en esa pagina","SUCCESS","2021-03-12T14:49:44.288-05:00[America/Bogota]","0.0","51.26"
