"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar una cerveza en la pagina oficial de Stella Artois","buscar una cerveza en esa pagina","SUCCESS","2021-03-08T17:40:12.273-05:00[America/Bogota]","0.0","12.29"
